,AccountScore,BusinessType,Complexity,CustomerID,DateTime,DeviceRating,EquipmentPrice,MonthlyMaintenance,ProductCategory,ProductWeight,UsagePerDay,UsageType
7292,22,LLC,3,98761410,2-2018,3,7210,1139,Power Tools,23,18,2
7293,49,LLC,2,98761410,2-2018,3,6461,2758,Hilti Services,226,12,2
7294,26,LLC,3,98761410,2-2018,3,7238,4811,Contractor Services,707,11,2
7295,49,LLC,3,98761410,2-2018,2,8221,1256,Fastners Firestop Strut,627,11,2
7296,56,LLC,3,98761259,3-2018,2,7981,4125,Power Tools,824,1,3
7297,72,LLC,1,98761259,3-2018,2,6922,1945,Hilti Services,580,22,1
7298,37,LLC,3,98761259,3-2018,1,3628,1553,Contractor Services,295,13,1
7299,100,LLC,1,98761259,3-2018,3,3725,3430,Fastners Firestop Strut,995,19,2
7300,81,LLC,2,98761260,3-2018,4,1829,2271,Power Tools,482,21,3
7301,69,LLC,1,98761260,3-2018,5,9596,3165,Hilti Services,97,10,2
7302,35,LLC,2,98761260,3-2018,1,2178,2596,Contractor Services,975,10,2
7303,84,LLC,1,98761260,3-2018,5,1877,703,Fastners Firestop Strut,641,8,3
7304,86,LLC,3,98761261,3-2018,2,9084,1207,Power Tools,87,13,2
7305,88,LLC,2,98761261,3-2018,1,2699,1427,Hilti Services,820,11,1
7306,51,LLC,1,98761261,3-2018,4,623,1067,Contractor Services,430,18,2
7307,27,LLC,1,98761261,3-2018,5,6032,4410,Fastners Firestop Strut,765,7,2
7308,46,LLC,3,98761262,3-2018,2,8049,4413,Power Tools,433,19,3
7309,72,LLC,1,98761262,3-2018,1,1960,831,Hilti Services,869,12,1
7310,28,LLC,1,98761262,3-2018,5,3704,1642,Contractor Services,857,6,3
7311,66,LLC,1,98761262,3-2018,4,1513,3700,Fastners Firestop Strut,696,3,1
7312,27,LLC,3,98761263,3-2018,1,7292,2884,Power Tools,364,3,3
7313,54,LLC,1,98761263,3-2018,5,8884,4742,Hilti Services,748,18,1
7314,21,LLC,3,98761263,3-2018,4,4761,2911,Contractor Services,104,4,2
7315,53,LLC,3,98761263,3-2018,5,8250,1953,Fastners Firestop Strut,301,9,1
7316,88,LLC,3,98761264,3-2018,5,9752,1167,Power Tools,752,5,2
7317,51,LLC,1,98761264,3-2018,1,9734,2963,Hilti Services,231,21,1
7318,90,LLC,2,98761264,3-2018,3,489,4169,Contractor Services,256,19,2
7319,29,LLC,2,98761264,3-2018,5,6641,4037,Fastners Firestop Strut,176,1,3
7320,78,LLC,3,98761265,3-2018,1,4885,2012,Power Tools,783,22,1
7321,77,LLC,3,98761265,3-2018,5,9241,916,Hilti Services,496,24,3
7322,77,LLC,2,98761265,3-2018,2,3086,1503,Contractor Services,26,19,3
7323,96,LLC,3,98761265,3-2018,5,5312,4878,Fastners Firestop Strut,757,10,1
7324,20,LLC,2,98761266,3-2018,1,7396,536,Power Tools,601,24,2
7325,61,LLC,2,98761266,3-2018,5,6766,4824,Hilti Services,25,0,3
7326,80,LLC,3,98761266,3-2018,5,2399,1310,Contractor Services,217,9,2
7327,42,LLC,2,98761266,3-2018,4,7529,3424,Fastners Firestop Strut,324,6,3
7328,72,LLC,3,98761267,3-2018,1,9137,3104,Power Tools,835,15,2
7329,60,LLC,1,98761267,3-2018,5,5930,3180,Hilti Services,922,0,2
7330,42,LLC,1,98761267,3-2018,5,5893,991,Contractor Services,843,9,1
7331,100,LLC,2,98761267,3-2018,5,5563,1671,Fastners Firestop Strut,832,5,3
7332,97,LLC,2,98761268,3-2018,2,4912,4294,Power Tools,816,9,3
7333,64,LLC,2,98761268,3-2018,3,2983,3592,Hilti Services,597,20,2
7334,30,LLC,1,98761268,3-2018,2,1181,3397,Contractor Services,411,4,1
7335,32,LLC,3,98761268,3-2018,3,572,2917,Fastners Firestop Strut,14,10,1
7336,98,LLC,3,98761269,3-2018,5,7008,1089,Power Tools,689,11,3
7337,24,LLC,2,98761269,3-2018,3,8149,3710,Hilti Services,151,24,3
7338,90,LLC,3,98761269,3-2018,5,4372,3346,Contractor Services,651,6,1
7339,31,LLC,1,98761269,3-2018,4,3099,606,Fastners Firestop Strut,206,14,3
7340,64,LLC,3,98761270,3-2018,3,5594,2487,Power Tools,333,1,2
7341,27,LLC,3,98761270,3-2018,1,1220,1935,Hilti Services,890,23,2
7342,55,LLC,3,98761270,3-2018,3,3111,4167,Contractor Services,835,17,3
7343,78,LLC,3,98761270,3-2018,4,9093,853,Fastners Firestop Strut,770,15,3
7344,36,LLC,3,98761271,3-2018,5,7456,3842,Power Tools,407,5,1
7345,48,LLC,2,98761271,3-2018,4,9354,3797,Hilti Services,279,3,1
7346,30,LLC,3,98761271,3-2018,3,7517,4931,Contractor Services,810,8,1
7347,94,LLC,1,98761271,3-2018,1,1894,2099,Fastners Firestop Strut,31,20,3
7348,58,LLC,2,98761272,3-2018,2,8674,2787,Power Tools,389,7,2
7349,31,LLC,2,98761272,3-2018,3,3441,3308,Hilti Services,971,2,3
7350,58,LLC,3,98761272,3-2018,3,4405,2743,Contractor Services,154,9,3
7351,31,LLC,3,98761272,3-2018,1,1320,4881,Fastners Firestop Strut,209,8,3
7352,86,LLC,3,98761273,3-2018,5,1791,2754,Power Tools,154,12,1
7353,38,LLC,1,98761273,3-2018,3,8012,3443,Hilti Services,184,20,1
7354,73,LLC,1,98761273,3-2018,4,7912,1547,Contractor Services,815,5,2
7355,86,LLC,1,98761273,3-2018,1,9756,2223,Fastners Firestop Strut,259,16,1
7356,67,LLC,3,98761274,3-2018,1,8497,4852,Power Tools,327,2,3
7357,31,LLC,2,98761274,3-2018,4,3035,3248,Hilti Services,777,13,3
7358,29,LLC,2,98761274,3-2018,4,392,797,Contractor Services,141,14,1
7359,56,LLC,3,98761274,3-2018,3,4270,4833,Fastners Firestop Strut,359,21,1
7360,81,LLC,3,98761275,3-2018,3,6023,3266,Power Tools,41,14,3
7361,68,LLC,1,98761275,3-2018,4,4883,955,Hilti Services,703,21,3
7362,29,LLC,2,98761275,3-2018,3,7540,3327,Contractor Services,328,13,2
7363,35,LLC,3,98761275,3-2018,1,9187,3042,Fastners Firestop Strut,740,13,1
7364,88,LLC,2,98761276,3-2018,5,2717,1975,Power Tools,424,21,1
7365,53,LLC,3,98761276,3-2018,2,6283,2570,Hilti Services,13,12,3
7366,100,LLC,2,98761276,3-2018,1,6368,2709,Contractor Services,349,9,1
7367,27,LLC,1,98761276,3-2018,4,7850,4497,Fastners Firestop Strut,946,22,3
7368,91,LLC,1,98761277,3-2018,2,4706,3634,Power Tools,145,11,2
7369,82,LLC,2,98761277,3-2018,3,8686,1713,Hilti Services,723,5,3
7370,21,LLC,1,98761277,3-2018,1,7641,842,Contractor Services,752,18,1
7371,29,LLC,3,98761277,3-2018,1,4543,1518,Fastners Firestop Strut,271,14,1
7372,71,LLC,1,98761278,3-2018,4,3456,1084,Power Tools,112,7,1
7373,95,LLC,1,98761278,3-2018,1,1427,3714,Hilti Services,255,1,2
7374,71,LLC,2,98761278,3-2018,3,5996,1345,Contractor Services,175,12,3
7375,78,LLC,2,98761278,3-2018,5,8968,2322,Fastners Firestop Strut,581,19,1
7376,86,LLC,1,98761279,3-2018,5,7175,1326,Power Tools,329,22,3
7377,23,LLC,2,98761279,3-2018,4,8752,774,Hilti Services,329,7,2
7378,67,LLC,1,98761279,3-2018,1,1833,4672,Contractor Services,749,11,3
7379,59,LLC,2,98761279,3-2018,4,3832,3971,Fastners Firestop Strut,908,23,2
7380,31,LLC,2,98761280,3-2018,5,8344,1585,Power Tools,203,11,3
7381,96,LLC,1,98761280,3-2018,1,9096,2558,Hilti Services,776,15,2
7382,49,LLC,3,98761280,3-2018,4,5400,2573,Contractor Services,242,20,3
7383,78,LLC,2,98761280,3-2018,4,3896,3728,Fastners Firestop Strut,367,23,3
7384,42,LLC,1,98761281,3-2018,3,6352,4861,Power Tools,528,10,2
7385,71,LLC,1,98761281,3-2018,1,2718,2870,Hilti Services,511,21,1
7386,49,LLC,1,98761281,3-2018,5,9161,508,Contractor Services,663,15,1
7387,84,LLC,2,98761281,3-2018,5,4393,788,Fastners Firestop Strut,622,12,1
7388,35,LLC,2,98761282,3-2018,3,2723,4662,Power Tools,199,20,1
7389,49,LLC,2,98761282,3-2018,3,1226,3074,Hilti Services,965,23,2
7390,47,LLC,2,98761282,3-2018,4,9221,3088,Contractor Services,702,0,2
7391,48,LLC,3,98761282,3-2018,3,7082,2002,Fastners Firestop Strut,312,6,1
7392,53,LLC,3,98761283,3-2018,2,5246,3535,Power Tools,433,22,3
7393,26,LLC,1,98761283,3-2018,5,8224,1494,Hilti Services,181,18,2
7394,37,LLC,3,98761283,3-2018,5,1787,941,Contractor Services,695,9,1
7395,42,LLC,3,98761283,3-2018,4,9026,1052,Fastners Firestop Strut,613,15,3
7396,36,LLC,3,98761284,3-2018,3,4523,615,Power Tools,18,2,2
7397,51,LLC,3,98761284,3-2018,3,4059,2554,Hilti Services,587,21,1
7398,65,LLC,1,98761284,3-2018,4,1106,4818,Contractor Services,651,4,3
7399,55,LLC,3,98761284,3-2018,1,1523,4493,Fastners Firestop Strut,960,6,2
7400,62,LLC,2,98761285,3-2018,3,3758,1058,Power Tools,342,17,3
7401,24,LLC,2,98761285,3-2018,1,4287,1856,Hilti Services,138,6,1
7402,52,LLC,3,98761285,3-2018,1,3192,2334,Contractor Services,410,11,1
7403,92,LLC,2,98761285,3-2018,1,7659,3977,Fastners Firestop Strut,529,10,1
7404,97,LLC,3,98761286,3-2018,5,8327,2323,Power Tools,270,14,1
7405,36,LLC,3,98761286,3-2018,4,5048,3263,Hilti Services,844,1,1
7406,38,LLC,3,98761286,3-2018,4,4011,2551,Contractor Services,293,20,3
7407,67,LLC,2,98761286,3-2018,3,1070,4783,Fastners Firestop Strut,978,22,2
7408,64,LLC,1,98761287,3-2018,4,3298,688,Power Tools,490,6,3
7409,75,LLC,3,98761287,3-2018,4,681,1596,Hilti Services,156,14,3
7410,78,LLC,1,98761287,3-2018,3,7677,3444,Contractor Services,107,3,3
7411,47,LLC,2,98761287,3-2018,1,4579,1629,Fastners Firestop Strut,491,8,2
7412,74,LLC,3,98761288,3-2018,1,1026,3600,Power Tools,817,6,1
7413,84,LLC,1,98761288,3-2018,1,4688,2967,Hilti Services,238,20,2
7414,25,LLC,3,98761288,3-2018,2,7429,1671,Contractor Services,674,3,3
7415,77,LLC,1,98761288,3-2018,4,4596,740,Fastners Firestop Strut,623,15,3
7416,38,LLC,1,98761289,3-2018,2,6117,2331,Power Tools,643,13,3
7417,72,LLC,3,98761289,3-2018,3,7252,3249,Hilti Services,252,9,1
7418,49,LLC,1,98761289,3-2018,4,2700,1847,Contractor Services,90,10,2
7419,84,LLC,1,98761289,3-2018,1,7800,3395,Fastners Firestop Strut,950,14,2
7420,90,LLC,1,98761290,3-2018,2,5924,2144,Power Tools,145,23,1
7421,49,LLC,2,98761290,3-2018,5,1728,662,Hilti Services,186,5,3
7422,72,LLC,1,98761290,3-2018,5,5497,514,Contractor Services,141,20,3
7423,49,LLC,2,98761290,3-2018,3,1272,4437,Fastners Firestop Strut,32,17,2
7424,30,LLC,2,98761291,3-2018,1,9367,2970,Power Tools,822,14,3
7425,24,LLC,3,98761291,3-2018,4,5704,817,Hilti Services,671,23,1
7426,68,LLC,2,98761291,3-2018,3,5878,3835,Contractor Services,931,13,3
7427,54,LLC,2,98761291,3-2018,4,1985,3105,Fastners Firestop Strut,976,4,1
7428,62,LLC,1,98761292,3-2018,3,5590,4826,Power Tools,882,21,3
7429,38,LLC,2,98761292,3-2018,3,7713,4146,Hilti Services,268,9,1
7430,69,LLC,2,98761292,3-2018,1,2154,3134,Contractor Services,796,1,3
7431,20,LLC,3,98761292,3-2018,3,9330,3555,Fastners Firestop Strut,128,19,3
7432,64,LLC,1,98761293,3-2018,2,1802,2662,Power Tools,957,17,1
7433,52,LLC,1,98761293,3-2018,2,7393,4721,Hilti Services,631,12,3
7434,76,LLC,3,98761293,3-2018,5,7844,1906,Contractor Services,667,10,1
7435,97,LLC,3,98761293,3-2018,3,916,1861,Fastners Firestop Strut,295,6,2
7436,96,LLC,1,98761294,3-2018,3,8872,3463,Power Tools,74,22,3
7437,79,LLC,1,98761294,3-2018,2,1446,3991,Hilti Services,305,11,1
7438,61,LLC,1,98761294,3-2018,4,8120,3421,Contractor Services,376,24,2
7439,38,LLC,3,98761294,3-2018,4,5584,2212,Fastners Firestop Strut,468,22,2
7440,79,LLC,1,98761295,3-2018,1,1855,600,Power Tools,915,5,3
7441,51,LLC,1,98761295,3-2018,5,7506,4994,Hilti Services,411,4,1
7442,21,LLC,3,98761295,3-2018,4,5905,854,Contractor Services,726,21,1
7443,41,LLC,1,98761295,3-2018,5,7879,1564,Fastners Firestop Strut,536,13,3
7444,29,LLC,3,98761296,3-2018,4,4195,3450,Power Tools,714,18,3
7445,88,LLC,2,98761296,3-2018,5,7790,1548,Hilti Services,99,22,3
7446,89,LLC,2,98761296,3-2018,4,8709,4543,Contractor Services,637,7,2
7447,36,LLC,1,98761296,3-2018,3,4595,1107,Fastners Firestop Strut,64,0,2
7448,65,LLC,1,98761297,3-2018,4,1474,3112,Power Tools,618,17,3
7449,88,LLC,2,98761297,3-2018,5,5814,701,Hilti Services,989,9,3
7450,90,LLC,2,98761297,3-2018,3,9517,3713,Contractor Services,483,22,3
7451,71,LLC,3,98761297,3-2018,1,9059,4945,Fastners Firestop Strut,882,16,3
7452,79,LLC,2,98761298,3-2018,2,6251,3350,Power Tools,23,22,3
7453,26,LLC,3,98761298,3-2018,5,5894,4494,Hilti Services,771,13,3
7454,42,LLC,3,98761298,3-2018,3,607,933,Contractor Services,348,10,2
7455,56,LLC,1,98761298,3-2018,3,2888,3225,Fastners Firestop Strut,356,21,3
7456,21,LLC,1,98761299,3-2018,5,6226,2118,Power Tools,244,3,1
7457,91,LLC,3,98761299,3-2018,1,2648,1347,Hilti Services,531,11,1
7458,64,LLC,1,98761299,3-2018,5,5128,902,Contractor Services,196,12,1
7459,63,LLC,3,98761299,3-2018,5,5165,3833,Fastners Firestop Strut,777,23,1
7460,32,LLC,2,98761300,3-2018,2,7556,3698,Power Tools,101,7,2
7461,27,LLC,3,98761300,3-2018,5,2823,2538,Hilti Services,58,19,3
7462,67,LLC,3,98761300,3-2018,5,499,1985,Contractor Services,214,11,2
7463,60,LLC,1,98761300,3-2018,3,282,1566,Fastners Firestop Strut,959,11,1
7464,35,LLC,2,98761301,3-2018,2,2032,2890,Power Tools,78,8,2
7465,95,LLC,1,98761301,3-2018,1,7411,4191,Hilti Services,512,18,3
7466,23,LLC,3,98761301,3-2018,1,5362,3113,Contractor Services,324,9,1
7467,48,LLC,3,98761301,3-2018,2,5774,4394,Fastners Firestop Strut,375,24,2
7468,34,LLC,3,98761302,3-2018,4,649,4104,Power Tools,539,3,2
7469,27,LLC,3,98761302,3-2018,5,2857,2036,Hilti Services,904,13,3
7470,22,LLC,3,98761302,3-2018,4,3772,3744,Contractor Services,978,0,2
7471,59,LLC,3,98761302,3-2018,1,8575,1315,Fastners Firestop Strut,975,10,2
7472,21,LLC,2,98761303,3-2018,3,2156,2921,Power Tools,915,23,1
7473,80,LLC,1,98761303,3-2018,1,5992,1317,Hilti Services,803,22,3
7474,51,LLC,1,98761303,3-2018,4,2115,4457,Contractor Services,104,21,1
7475,41,LLC,1,98761303,3-2018,3,6874,4666,Fastners Firestop Strut,25,17,3
7476,48,LLC,3,98761304,3-2018,4,8386,3487,Power Tools,616,7,3
7477,52,LLC,1,98761304,3-2018,4,915,521,Hilti Services,493,14,1
7478,44,LLC,1,98761304,3-2018,3,9364,664,Contractor Services,511,5,3
7479,85,LLC,2,98761304,3-2018,3,4877,749,Fastners Firestop Strut,80,17,3
7480,56,LLC,3,98761305,3-2018,5,7042,4778,Power Tools,520,5,3
7481,47,LLC,2,98761305,3-2018,4,2300,3377,Hilti Services,183,4,3
7482,55,LLC,2,98761305,3-2018,2,2981,2277,Contractor Services,916,1,1
7483,88,LLC,1,98761305,3-2018,3,2632,1255,Fastners Firestop Strut,980,20,2
7484,22,LLC,1,98761306,3-2018,5,1710,774,Power Tools,787,14,3
7485,34,LLC,2,98761306,3-2018,2,9224,4222,Hilti Services,401,24,3
7486,100,LLC,1,98761306,3-2018,1,6710,2870,Contractor Services,494,4,3
7487,57,LLC,1,98761306,3-2018,4,4548,2833,Fastners Firestop Strut,346,10,2
7488,59,LLC,1,98761307,3-2018,3,7258,1126,Power Tools,93,12,3
7489,99,LLC,1,98761307,3-2018,4,5139,2340,Hilti Services,162,18,3
7490,78,LLC,3,98761307,3-2018,4,7896,3890,Contractor Services,659,7,3
7491,40,LLC,1,98761307,3-2018,4,3767,1904,Fastners Firestop Strut,75,21,2
7492,21,LLC,3,98761308,3-2018,2,3139,2379,Power Tools,171,16,1
7493,95,LLC,2,98761308,3-2018,4,1529,2882,Hilti Services,611,0,2
7494,73,LLC,1,98761308,3-2018,5,3509,4204,Contractor Services,654,10,2
7495,82,LLC,2,98761308,3-2018,4,2243,2522,Fastners Firestop Strut,527,17,1
7496,60,LLC,3,98761309,3-2018,1,3855,2183,Power Tools,718,16,2
7497,72,LLC,1,98761309,3-2018,1,3860,2760,Hilti Services,298,20,2
7498,85,LLC,2,98761309,3-2018,3,8648,3861,Contractor Services,271,19,3
7499,50,LLC,2,98761309,3-2018,1,4551,1357,Fastners Firestop Strut,166,18,2
7500,61,LLC,3,98761310,3-2018,2,1990,2775,Power Tools,62,17,1
7501,82,LLC,2,98761310,3-2018,4,2502,3988,Hilti Services,160,22,3
7502,83,LLC,1,98761310,3-2018,5,374,1333,Contractor Services,490,14,1
7503,31,LLC,1,98761310,3-2018,1,9716,1728,Fastners Firestop Strut,374,12,3
7504,61,LLC,3,98761311,3-2018,2,3594,971,Power Tools,39,6,3
7505,86,LLC,1,98761311,3-2018,1,2692,1600,Hilti Services,996,7,1
7506,36,LLC,3,98761311,3-2018,5,546,1728,Contractor Services,428,21,2
7507,93,LLC,2,98761311,3-2018,1,8780,4511,Fastners Firestop Strut,376,11,1
7508,86,LLC,3,98761312,3-2018,3,8639,747,Power Tools,658,9,3
7509,32,LLC,2,98761312,3-2018,3,1065,976,Hilti Services,642,10,3
7510,55,LLC,2,98761312,3-2018,3,2613,4500,Contractor Services,792,10,2
7511,77,LLC,1,98761312,3-2018,2,9225,3835,Fastners Firestop Strut,484,3,2
7512,41,LLC,1,98761313,3-2018,2,5248,3782,Power Tools,658,17,1
7513,24,LLC,3,98761313,3-2018,1,7755,3997,Hilti Services,930,20,1
7514,60,LLC,2,98761313,3-2018,3,9598,3019,Contractor Services,440,9,1
7515,92,LLC,3,98761313,3-2018,1,4646,3736,Fastners Firestop Strut,212,10,2
7516,24,LLC,2,98761314,3-2018,1,4624,3122,Power Tools,804,24,2
7517,96,LLC,1,98761314,3-2018,3,5028,3424,Hilti Services,254,7,1
7518,28,LLC,3,98761314,3-2018,2,5185,1511,Contractor Services,537,8,2
7519,65,LLC,1,98761314,3-2018,2,4804,3146,Fastners Firestop Strut,619,5,1
7520,34,LLC,3,98761315,3-2018,2,5982,2474,Power Tools,660,16,2
7521,36,LLC,1,98761315,3-2018,1,7503,3331,Hilti Services,699,11,3
7522,82,LLC,2,98761315,3-2018,2,5555,4233,Contractor Services,878,21,1
7523,34,LLC,3,98761315,3-2018,4,5963,4756,Fastners Firestop Strut,33,23,1
7524,90,LLC,1,98761316,3-2018,3,943,1416,Power Tools,573,23,1
7525,46,LLC,1,98761316,3-2018,3,5738,4264,Hilti Services,653,10,3
7526,22,LLC,2,98761316,3-2018,3,6917,666,Contractor Services,865,17,3
7527,86,LLC,3,98761316,3-2018,4,782,4071,Fastners Firestop Strut,271,13,1
7528,96,LLC,1,98761317,3-2018,5,8792,1398,Power Tools,444,11,1
7529,39,LLC,1,98761317,3-2018,5,8529,3804,Hilti Services,413,21,3
7530,20,LLC,3,98761317,3-2018,4,1941,1404,Contractor Services,600,3,3
7531,52,LLC,3,98761317,3-2018,1,5489,1005,Fastners Firestop Strut,949,12,2
7532,88,LLC,1,98761318,3-2018,5,6237,3563,Power Tools,956,8,1
7533,92,LLC,1,98761318,3-2018,4,4657,3746,Hilti Services,985,2,2
7534,56,LLC,1,98761318,3-2018,3,3433,900,Contractor Services,923,10,2
7535,55,LLC,3,98761318,3-2018,4,6539,2191,Fastners Firestop Strut,834,10,2
7536,90,LLC,2,98761319,3-2018,5,3032,3794,Power Tools,379,6,2
7537,51,LLC,1,98761319,3-2018,4,4831,4555,Hilti Services,264,11,1
7538,89,LLC,2,98761319,3-2018,2,7969,3469,Contractor Services,72,15,2
7539,23,LLC,1,98761319,3-2018,4,9578,4253,Fastners Firestop Strut,572,7,3
7540,88,LLC,2,98761320,3-2018,4,4760,845,Power Tools,758,23,3
7541,49,LLC,1,98761320,3-2018,2,5023,1189,Hilti Services,57,15,1
7542,91,LLC,1,98761320,3-2018,4,8394,3348,Contractor Services,631,7,1
7543,21,LLC,2,98761320,3-2018,3,3882,4505,Fastners Firestop Strut,116,23,1
7544,92,LLC,3,98761321,3-2018,5,861,953,Power Tools,236,0,3
7545,88,LLC,3,98761321,3-2018,5,2626,1682,Hilti Services,843,7,2
7546,60,LLC,3,98761321,3-2018,5,7253,3636,Contractor Services,423,2,3
7547,64,LLC,2,98761321,3-2018,2,3419,649,Fastners Firestop Strut,60,11,2
7548,42,LLC,3,98761322,3-2018,2,3340,4521,Power Tools,663,11,2
7549,41,LLC,1,98761322,3-2018,2,2065,2655,Hilti Services,849,17,3
7550,22,LLC,1,98761322,3-2018,4,6374,1914,Contractor Services,610,21,1
7551,61,LLC,1,98761322,3-2018,3,6920,1511,Fastners Firestop Strut,185,22,3
7552,83,LLC,1,98761323,3-2018,5,9392,3191,Power Tools,185,18,1
7553,64,LLC,3,98761323,3-2018,5,6772,1887,Hilti Services,564,10,1
7554,48,LLC,3,98761323,3-2018,4,4572,4146,Contractor Services,337,19,1
7555,42,LLC,2,98761323,3-2018,3,9713,3170,Fastners Firestop Strut,798,20,3
7556,62,LLC,3,98761324,3-2018,2,3820,2838,Power Tools,512,4,2
7557,89,LLC,2,98761324,3-2018,2,7117,1730,Hilti Services,456,21,2
7558,99,LLC,3,98761324,3-2018,1,7831,3374,Contractor Services,572,8,2
7559,68,LLC,3,98761324,3-2018,5,7622,2924,Fastners Firestop Strut,645,19,2
7560,44,LLC,2,98761325,3-2018,3,6022,4728,Power Tools,572,17,3
7561,77,LLC,1,98761325,3-2018,5,3660,2343,Hilti Services,373,23,1
7562,46,LLC,2,98761325,3-2018,1,8189,2374,Contractor Services,193,22,1
7563,88,LLC,1,98761325,3-2018,1,5174,3356,Fastners Firestop Strut,765,4,1
7564,45,LLC,1,98761326,3-2018,2,8796,4070,Power Tools,631,7,2
7565,84,LLC,1,98761326,3-2018,4,5197,4459,Hilti Services,620,1,3
7566,47,LLC,3,98761326,3-2018,4,6177,1331,Contractor Services,393,18,1
7567,39,LLC,3,98761326,3-2018,3,9935,3944,Fastners Firestop Strut,597,1,3
7568,93,LLC,3,98761327,3-2018,1,9600,4182,Power Tools,19,16,2
7569,64,LLC,1,98761327,3-2018,4,8088,1215,Hilti Services,187,7,1
7570,99,LLC,2,98761327,3-2018,3,8218,1089,Contractor Services,99,10,1
7571,80,LLC,3,98761327,3-2018,3,1388,3244,Fastners Firestop Strut,829,13,1
7572,23,LLC,3,98761328,3-2018,1,8615,591,Power Tools,845,17,1
7573,84,LLC,1,98761328,3-2018,4,2209,3463,Hilti Services,393,16,1
7574,45,LLC,1,98761328,3-2018,3,693,4638,Contractor Services,448,10,2
7575,83,LLC,3,98761328,3-2018,1,772,4046,Fastners Firestop Strut,821,3,2
7576,57,LLC,3,98761329,3-2018,3,7985,4392,Power Tools,159,7,1
7577,36,LLC,3,98761329,3-2018,3,7832,3601,Hilti Services,518,20,2
7578,61,LLC,2,98761329,3-2018,1,5471,3289,Contractor Services,537,20,2
7579,59,LLC,3,98761329,3-2018,4,8962,1614,Fastners Firestop Strut,943,15,3
7580,50,LLC,1,98761330,3-2018,1,4502,3568,Power Tools,161,8,1
7581,52,LLC,1,98761330,3-2018,2,2773,728,Hilti Services,77,14,2
7582,96,LLC,2,98761330,3-2018,3,7026,3326,Contractor Services,499,1,3
7583,41,LLC,3,98761330,3-2018,1,1205,1446,Fastners Firestop Strut,51,15,3
7584,100,LLC,2,98761331,3-2018,2,5154,2788,Power Tools,20,11,3
7585,48,LLC,3,98761331,3-2018,1,5671,3440,Hilti Services,97,21,1
7586,72,LLC,1,98761331,3-2018,2,1634,2718,Contractor Services,856,22,1
7587,66,LLC,3,98761331,3-2018,3,5477,3795,Fastners Firestop Strut,268,11,1
7588,88,LLC,3,98761332,3-2018,3,2080,4289,Power Tools,278,23,1
7589,87,LLC,1,98761332,3-2018,4,7348,4652,Hilti Services,568,12,1
7590,45,LLC,3,98761332,3-2018,4,5380,1329,Contractor Services,664,15,1
7591,96,LLC,1,98761332,3-2018,3,7913,3552,Fastners Firestop Strut,141,17,3
7592,70,LLC,1,98761333,3-2018,3,1969,1684,Power Tools,833,16,3
7593,84,LLC,2,98761333,3-2018,5,7409,743,Hilti Services,570,21,1
7594,49,LLC,3,98761333,3-2018,1,8706,4670,Contractor Services,618,22,3
7595,60,LLC,3,98761333,3-2018,5,7397,4451,Fastners Firestop Strut,354,12,2
7596,20,LLC,2,98761334,3-2018,3,7947,4500,Power Tools,113,14,2
7597,47,LLC,3,98761334,3-2018,1,7863,4786,Hilti Services,150,20,2
7598,62,LLC,2,98761334,3-2018,4,6137,1377,Contractor Services,430,13,2
7599,47,LLC,1,98761334,3-2018,3,6497,3319,Fastners Firestop Strut,899,24,2
7600,100,LLC,1,98761335,3-2018,3,2042,507,Power Tools,457,2,3
7601,29,LLC,2,98761335,3-2018,1,8199,3934,Hilti Services,790,24,2
7602,76,LLC,1,98761335,3-2018,5,2929,2964,Contractor Services,749,0,2
7603,54,LLC,1,98761335,3-2018,1,5594,3284,Fastners Firestop Strut,660,23,3
7604,25,LLC,2,98761336,3-2018,5,3498,1413,Power Tools,878,2,2
7605,85,LLC,1,98761336,3-2018,3,7782,843,Hilti Services,283,23,2
7606,38,LLC,3,98761336,3-2018,2,226,916,Contractor Services,990,16,2
7607,94,LLC,3,98761336,3-2018,2,6075,3242,Fastners Firestop Strut,549,15,3
7608,56,LLC,2,98761337,3-2018,1,7560,2711,Power Tools,37,16,3
7609,99,LLC,2,98761337,3-2018,2,5906,4457,Hilti Services,644,16,1
7610,78,LLC,3,98761337,3-2018,4,5452,1940,Contractor Services,340,17,1
7611,89,LLC,1,98761337,3-2018,3,3696,1196,Fastners Firestop Strut,72,18,2
7612,50,LLC,2,98761338,3-2018,5,5329,1148,Power Tools,953,3,3
7613,26,LLC,1,98761338,3-2018,2,5541,3168,Hilti Services,66,4,3
7614,94,LLC,2,98761338,3-2018,4,5347,1887,Contractor Services,631,18,1
7615,30,LLC,1,98761338,3-2018,5,5868,2402,Fastners Firestop Strut,484,14,2
7616,33,LLC,1,98761339,3-2018,3,6688,1325,Power Tools,497,15,3
7617,93,LLC,3,98761339,3-2018,1,948,3944,Hilti Services,748,9,3
7618,24,LLC,1,98761339,3-2018,4,8945,4636,Contractor Services,70,3,1
7619,92,LLC,2,98761339,3-2018,3,5302,523,Fastners Firestop Strut,714,9,1
7620,62,LLC,3,98761340,3-2018,3,9032,4151,Power Tools,144,23,3
7621,36,LLC,3,98761340,3-2018,4,7219,2382,Hilti Services,354,19,2
7622,46,LLC,3,98761340,3-2018,1,6182,1657,Contractor Services,169,12,2
7623,51,LLC,2,98761340,3-2018,3,8893,2706,Fastners Firestop Strut,191,1,2
