,BookToMarket,BusinessPosition,BusinessType,Businessvolume,CustomerID,DateTime,EquipmentPrice,HoursUsage,Marketcap,MonthlyMaintenance,Noofdevices,NumberOfEmployees,ProductWeight,Profit,TotalRevenue,category,Rank
646,2.51,Decline,4,1,98761302,Nov-17,7010,14,4,4521,10,42,500,0.15,1,Contractor Services,1
647,0.78,Decline,4,3,98761302,Nov-17,6561,11,6,4530,41,42,175,0.54,7,Fastners Firestop Strut,2
648,2.08,Growth,4,1,98761303,Nov-17,8465,4,6,4915,29,170,838,0.82,7,Power Tools,1
649,1.31,Growth,4,2,98761303,Nov-17,5384,16,4,3719,13,170,984,0.32,3,Hilti Services,2
650,2.74,Growth,4,1,98761303,Nov-17,6834,10,10,3189,40,170,681,0.54,10,Contractor Services,3
651,1.2,Growth,4,1,98761303,Nov-17,8599,5,5,4376,30,170,751,0.81,4,Fastners Firestop Strut,3
652,0.42,Growth,4,2,98761304,Nov-17,4746,14,5,1650,46,350,905,0.21,6,Power Tools,1
653,2.7,Growth,4,2,98761304,Nov-17,9417,12,7,1604,63,350,391,0.26,9,Hilti Services,3
654,0.98,Growth,4,3,98761304,Nov-17,9612,11,9,1942,18,350,594,0.23,7,Contractor Services,1
655,2.35,Growth,4,3,98761304,Nov-17,1372,5,10,824,20,350,948,0.42,6,Fastners Firestop Strut,3
656,1.6,Decline,4,2,98761305,Nov-17,2155,6,1,3443,35,42,169,0.78,2,Power Tools,1
657,2.6,Decline,4,2,98761305,Nov-17,538,1,10,2441,49,42,626,0.45,2,Hilti Services,1
658,2.13,Decline,4,2,98761305,Nov-17,2696,3,8,3188,17,42,109,0.81,8,Contractor Services,1
659,0.31,Decline,4,3,98761305,Nov-17,3453,3,1,4811,69,42,927,0.24,4,Fastners Firestop Strut,1
660,2.4,Decline,4,2,98761306,Nov-17,5532,1,1,3524,27,42,595,0.57,6,Power Tools,1
661,0.89,Decline,4,3,98761306,Nov-17,5313,13,1,1687,20,42,283,0.85,4,Hilti Services,2
662,1.81,Decline,4,2,98761306,Nov-17,9275,2,9,1536,62,42,467,0.44,6,Contractor Services,3
663,2.09,Decline,4,3,98761306,Nov-17,4508,10,10,1060,16,42,892,0.99,6,Fastners Firestop Strut,1
664,1.61,Growth,4,2,98761307,Nov-17,5581,11,2,2915,32,350,568,0.81,2,Power Tools,3
665,1.07,Growth,4,2,98761307,Nov-17,7739,4,8,2610,21,350,134,0.43,6,Hilti Services,1
666,2.93,Growth,4,3,98761307,Nov-17,8142,7,5,1803,21,350,791,0.4,8,Contractor Services,1
667,1.22,Growth,4,1,98761307,Nov-17,3976,11,7,2880,60,350,681,0.74,6,Fastners Firestop Strut,2
668,2.51,Growth,4,2,98761308,Nov-17,5745,1,1,1343,17,350,646,0.92,4,Power Tools,2
669,1.8,Growth,4,2,98761308,Nov-17,8502,14,5,4413,27,350,232,0.13,8,Hilti Services,2
670,2.85,Growth,4,2,98761308,Nov-17,8219,11,6,4634,29,350,791,0.87,4,Contractor Services,1
671,0.32,Growth,4,1,98761308,Nov-17,5912,11,10,2699,15,350,443,0.11,7,Fastners Firestop Strut,2
672,1.26,Growth,4,3,98761329,Nov-17,4254,10,10,2785,68,170,943,0.38,8,Power Tools,2
673,1.71,Growth,4,2,98761329,Nov-17,5418,7,3,1475,39,170,662,0.32,10,Hilti Services,1
674,2.11,Growth,4,3,98761329,Nov-17,9244,9,7,1477,69,170,337,0.45,8,Contractor Services,3
675,0.76,Growth,4,3,98761329,Nov-17,6336,13,5,4698,13,170,909,0.57,1,Fastners Firestop Strut,3
676,0.49,Stable,4,2,98761330,Nov-17,3898,1,1,3728,52,3500,193,0.35,3,Power Tools,2
677,1.5,Stable,4,2,98761330,Nov-17,643,4,9,4824,52,3500,378,0.8,10,Hilti Services,2
678,1.63,Stable,4,2,98761330,Nov-17,1411,3,7,2741,16,3500,629,0.58,4,Contractor Services,1
679,0.56,Stable,4,2,98761330,Nov-17,4753,1,1,2124,46,3500,172,0.68,6,Fastners Firestop Strut,3
680,2.38,Growth,4,2,98761331,Nov-17,2930,9,1,1604,51,3500,621,0.64,5,Power Tools,1
681,0.93,Growth,4,1,98761331,Nov-17,4080,4,6,1029,11,3500,456,0.6,1,Hilti Services,3
682,2.11,Growth,4,1,98761331,Nov-17,7097,4,9,3206,62,3500,323,0.93,7,Contractor Services,3
683,1.98,Growth,4,3,98761331,Nov-17,454,13,6,2962,43,3500,931,0.77,8,Fastners Firestop Strut,2
684,2.35,Growth,4,2,98761332,Nov-17,1218,15,6,4001,63,3500,293,0.98,9,Power Tools,3
685,1.99,Growth,4,1,98761332,Nov-17,8494,3,9,3063,54,3500,595,0.69,1,Hilti Services,1
686,1.72,Growth,4,1,98761332,Nov-17,501,15,3,708,17,3500,751,0.88,9,Contractor Services,1
687,1.26,Growth,4,3,98761332,Nov-17,6757,16,2,4704,53,3500,114,0.4,8,Fastners Firestop Strut,1
688,1.25,Decline,4,2,98761378,Nov-17,7306,5,6,2158,18,400,300,0.56,9,Power Tools,2
689,2.54,Decline,4,2,98761378,Nov-17,1590,16,8,4629,58,400,702,0.99,5,Hilti Services,2
690,2.76,Decline,4,1,98761378,Nov-17,7999,10,2,2820,11,400,295,0.76,5,Contractor Services,3
691,2.16,Decline,4,2,98761378,Nov-17,5659,9,1,4197,42,400,980,0.52,6,Fastners Firestop Strut,1
692,0.4,Stable,4,2,98761379,Nov-17,1905,1,8,1666,36,400,226,0.51,10,Power Tools,3
693,1.44,Stable,4,1,98761379,Nov-17,6707,3,4,1216,45,400,171,0.94,9,Hilti Services,3
694,1.6,Stable,4,3,98761379,Nov-17,3304,11,3,3508,44,400,893,0.79,1,Contractor Services,1
695,1.35,Stable,4,1,98761379,Nov-17,2187,6,8,1013,56,400,751,0.82,8,Fastners Firestop Strut,3
696,2.15,Stable,4,1,98761380,Nov-17,9597,8,3,1630,52,175,154,0.23,4,Power Tools,3
697,2.17,Stable,4,2,98761380,Nov-17,6991,6,4,2270,68,175,340,0.98,6,Hilti Services,1
698,2.29,Stable,4,2,98761380,Nov-17,7405,13,8,3597,20,175,406,0.1,5,Contractor Services,1
699,2.64,Stable,4,3,98761380,Nov-17,7939,13,2,1803,38,175,658,0.22,2,Fastners Firestop Strut,2
700,1.62,Decline,4,3,98761381,Nov-17,9429,8,7,1429,42,3500,532,0.38,1,Power Tools,2
701,0.85,Decline,4,2,98761381,Nov-17,4588,9,9,1557,64,3500,320,0.28,4,Hilti Services,1
702,1.29,Decline,4,2,98761381,Nov-17,5052,5,6,3676,37,3500,756,0.85,6,Contractor Services,3
703,2.26,Decline,4,2,98761381,Nov-17,1021,5,9,4574,17,3500,640,0.41,10,Fastners Firestop Strut,2
704,2.44,Decline,4,1,98761382,Nov-17,4624,9,6,3933,30,12000,701,0.59,4,Power Tools,3
705,2.87,Decline,4,3,98761382,Nov-17,5024,6,1,1164,15,12000,185,0.27,1,Hilti Services,3
706,2.33,Decline,4,1,98761382,Nov-17,6507,3,2,2980,43,12000,155,0.4,7,Contractor Services,2
707,1.65,Decline,4,3,98761382,Nov-17,518,2,10,3136,24,12000,207,0.9,5,Fastners Firestop Strut,3
708,0.44,Stable,4,1,98761408,Nov-17,7826,5,7,781,68,200,470,0.81,2,Power Tools,3
709,2.58,Stable,4,2,98761408,Nov-17,4783,14,4,4669,61,200,449,0.3,4,Hilti Services,1
710,0.74,Stable,4,3,98761408,Nov-17,769,11,10,1440,44,200,689,0.61,3,Contractor Services,3
711,1.36,Stable,4,1,98761408,Nov-17,5481,13,8,1477,49,200,527,0.91,5,Fastners Firestop Strut,1
712,0.54,Stable,4,1,98761409,Nov-17,3337,8,7,2543,41,2000,768,0.2,3,Power Tools,2
713,1.67,Stable,4,1,98761409,Nov-17,2859,12,10,2758,19,2000,426,0.74,4,Hilti Services,1
714,2.65,Stable,4,1,98761409,Nov-17,3047,2,4,4732,30,2000,145,0.62,2,Contractor Services,2
715,0.32,Stable,4,2,98761409,Nov-17,1770,7,4,3961,17,2000,216,0.24,7,Fastners Firestop Strut,1
716,2.94,Stable,4,1,98761410,Nov-17,9936,6,1,1045,43,800,678,0.26,9,Power Tools,1
717,2.71,Stable,4,1,98761410,Nov-17,6629,6,2,3884,22,800,135,0.97,5,Hilti Services,1
718,1.44,Stable,4,1,98761410,Nov-17,8006,5,8,2257,19,800,732,0.23,10,Contractor Services,3
719,1.03,Stable,4,2,98761410,Nov-17,8700,1,7,2308,56,800,243,0.13,8,Fastners Firestop Strut,2
720,2.69,Growth,4,1,98761301,Dec-17,6562,5,8,1829,46,3500,343,0.89,6,Power Tools,3
721,1.68,Growth,4,3,98761301,Dec-17,3182,9,5,3706,60,3500,587,0.94,2,Hilti Services,3
722,1.11,Growth,4,2,98761301,Dec-17,6606,11,2,4772,50,3500,534,0.93,3,Contractor Services,3
723,2.41,Growth,4,2,98761301,Dec-17,1322,3,2,3664,50,3500,542,0.74,9,Fastners Firestop Strut,3
724,2.83,Decline,4,3,98761302,Dec-17,2915,8,2,3813,67,42,791,0.4,5,Power Tools,3
725,2.89,Decline,4,3,98761302,Dec-17,865,8,7,767,38,42,608,0.61,2,Hilti Services,2
726,2.3,Decline,4,3,98761302,Dec-17,503,6,10,3993,26,42,444,0.79,10,Contractor Services,3
727,0.35,Decline,4,1,98761302,Dec-17,649,3,5,1724,16,42,784,0.52,7,Fastners Firestop Strut,2
728,2.01,Growth,4,1,98761303,Dec-17,3274,11,6,3914,12,170,974,0.73,10,Power Tools,1
729,0.49,Growth,4,2,98761303,Dec-17,6846,11,2,4116,30,170,960,0.6,8,Hilti Services,2
730,2.85,Growth,4,3,98761303,Dec-17,6836,11,9,2267,51,170,202,0.3,2,Contractor Services,1
731,2.69,Growth,4,2,98761303,Dec-17,565,6,2,4102,24,170,181,0.74,3,Fastners Firestop Strut,3
732,1.82,Growth,4,2,98761304,Dec-17,5907,8,7,3082,35,350,595,0.65,2,Power Tools,1
733,0.55,Growth,4,2,98761304,Dec-17,287,11,1,2256,52,350,697,0.67,7,Hilti Services,2
734,2.09,Growth,4,1,98761304,Dec-17,6343,12,5,991,69,350,338,0.36,9,Contractor Services,3
735,2.99,Growth,4,3,98761304,Dec-17,9505,2,5,4994,60,350,500,0.92,7,Fastners Firestop Strut,2
736,2.91,Decline,4,2,98761305,Dec-17,4625,15,3,1806,33,42,391,0.67,6,Power Tools,2
737,2.23,Decline,4,1,98761305,Dec-17,7351,1,5,3559,45,42,125,0.22,10,Hilti Services,1
738,0.75,Decline,4,2,98761305,Dec-17,1238,12,9,4200,66,42,496,0.61,4,Contractor Services,3
739,2.02,Decline,4,2,98761305,Dec-17,1705,8,10,4354,18,42,298,0.41,2,Fastners Firestop Strut,2
740,2.76,Decline,4,1,98761306,Dec-17,6908,12,1,4589,40,42,533,0.63,4,Power Tools,2
741,2.62,Decline,4,3,98761306,Dec-17,3808,15,7,1064,49,42,590,0.99,3,Hilti Services,2
742,2.22,Decline,4,3,98761306,Dec-17,3118,7,7,4990,43,42,114,0.36,5,Contractor Services,2
743,1.73,Decline,4,1,98761306,Dec-17,5676,10,4,2826,17,42,342,0.74,9,Fastners Firestop Strut,1
744,1.12,Growth,4,1,98761307,Dec-17,2682,8,4,1060,66,350,923,0.51,3,Power Tools,1
745,0.77,Growth,4,1,98761307,Dec-17,7194,10,2,606,42,350,262,0.65,7,Hilti Services,3
746,1.15,Growth,4,1,98761307,Dec-17,2577,11,9,4103,37,350,391,0.38,6,Contractor Services,1
747,2.65,Growth,4,1,98761307,Dec-17,4779,10,2,4168,35,350,237,0.19,2,Fastners Firestop Strut,3
748,0.54,Growth,4,3,98761308,Dec-17,2323,10,9,2295,29,350,117,0.8,1,Power Tools,2
749,1.03,Growth,4,2,98761308,Dec-17,9360,12,4,2265,46,350,324,0.3,5,Hilti Services,3
750,2.55,Growth,4,1,98761308,Dec-17,1177,1,1,3921,48,350,124,0.23,9,Contractor Services,2
751,2.64,Growth,4,1,98761308,Dec-17,3302,14,2,592,67,350,174,0.18,7,Fastners Firestop Strut,1
752,1.22,Growth,4,2,98761329,Dec-17,4183,7,6,3735,65,170,673,0.87,8,Power Tools,2
753,0.47,Growth,4,1,98761329,Dec-17,7126,9,10,757,66,170,190,0.1,3,Hilti Services,3
754,0.65,Growth,4,3,98761329,Dec-17,6522,2,9,1063,51,170,664,0.74,1,Contractor Services,3
755,2.95,Growth,4,3,98761329,Dec-17,7519,12,9,3985,10,170,648,0.9,9,Fastners Firestop Strut,3
756,2.31,Stable,4,1,98761330,Dec-17,1602,13,3,1883,25,3500,676,0.25,2,Power Tools,1
757,2.79,Stable,4,3,98761330,Dec-17,4649,13,2,3621,28,3500,493,0.83,4,Hilti Services,2
758,1.33,Stable,4,2,98761330,Dec-17,2102,11,9,4721,67,3500,572,0.21,1,Contractor Services,2
759,1.63,Stable,4,1,98761330,Dec-17,9419,16,7,4369,32,3500,895,0.39,3,Fastners Firestop Strut,2
760,0.66,Growth,4,3,98761331,Dec-17,2359,8,5,4326,62,3500,646,0.84,8,Power Tools,3
761,1.74,Growth,4,3,98761331,Dec-17,7816,10,2,4422,30,3500,526,0.92,3,Hilti Services,1
762,1.95,Growth,4,1,98761331,Dec-17,9237,7,8,4768,41,3500,817,0.83,9,Contractor Services,1
763,1.83,Growth,4,1,98761331,Dec-17,5482,3,7,2210,34,3500,979,0.12,4,Fastners Firestop Strut,3
764,2.92,Growth,4,1,98761332,Dec-17,6462,13,6,4710,34,3500,566,0.27,8,Power Tools,2
765,0.6,Growth,4,2,98761332,Dec-17,2407,9,10,4498,42,3500,806,0.74,6,Hilti Services,1
766,1.54,Growth,4,3,98761332,Dec-17,5848,3,5,2039,40,3500,956,0.91,10,Contractor Services,1
767,0.71,Growth,4,2,98761332,Dec-17,4675,5,6,3851,58,3500,859,0.75,7,Fastners Firestop Strut,2
768,0.76,Decline,4,2,98761378,Dec-17,2630,7,6,3681,28,400,457,0.62,3,Power Tools,2
769,2.25,Decline,4,3,98761378,Dec-17,4036,7,5,3740,15,400,582,0.44,6,Hilti Services,1
770,1.55,Decline,4,3,98761378,Dec-17,8575,13,7,728,45,400,208,0.5,10,Contractor Services,1
771,1.29,Decline,4,1,98761378,Dec-17,433,14,3,1755,64,400,404,0.26,8,Fastners Firestop Strut,1
772,2.38,Stable,4,3,98761379,Dec-17,3277,14,6,2592,68,400,316,0.74,9,Power Tools,1
773,1.49,Stable,4,1,98761379,Dec-17,1212,4,2,2110,32,400,794,0.99,5,Hilti Services,3
774,1.47,Stable,4,2,98761379,Dec-17,4348,2,3,2344,33,400,733,0.54,4,Contractor Services,2
775,2.52,Stable,4,1,98761379,Dec-17,8081,14,9,2351,61,400,181,0.46,6,Fastners Firestop Strut,3
776,1.15,Stable,4,2,98761380,Dec-17,8187,7,6,990,41,175,431,0.54,3,Power Tools,1
777,0.84,Stable,4,1,98761380,Dec-17,6433,1,1,2473,30,175,814,0.68,7,Hilti Services,2
778,1.53,Stable,4,1,98761380,Dec-17,589,14,9,4425,58,175,237,0.49,8,Contractor Services,2
779,0.62,Stable,4,3,98761380,Dec-17,6486,7,10,1212,28,175,694,0.2,7,Fastners Firestop Strut,3
780,2.12,Decline,4,2,98761381,Dec-17,9683,3,10,2928,37,3500,350,0.35,1,Power Tools,3
781,2.29,Decline,4,3,98761381,Dec-17,990,2,4,696,55,3500,832,0.73,8,Hilti Services,3
782,1.5,Decline,4,3,98761381,Dec-17,8400,6,3,1386,18,3500,252,0.93,2,Contractor Services,2
783,2.55,Decline,4,2,98761381,Dec-17,6682,7,1,3886,16,3500,286,0.34,3,Fastners Firestop Strut,3
784,0.92,Decline,4,1,98761382,Dec-17,2696,13,7,3367,35,12000,245,0.95,8,Power Tools,3
785,2.37,Decline,4,2,98761382,Dec-17,9533,15,10,4775,36,12000,678,0.84,1,Hilti Services,3
786,1.85,Decline,4,2,98761382,Dec-17,5181,3,9,3220,21,12000,783,0.65,1,Contractor Services,1
787,1.09,Decline,4,3,98761382,Dec-17,3621,3,10,4572,18,12000,120,0.66,3,Fastners Firestop Strut,2
788,1.95,Stable,4,1,98761408,Dec-17,6459,2,5,2411,53,200,678,0.72,6,Power Tools,1
789,0.38,Stable,4,2,98761408,Dec-17,1189,5,1,1970,10,200,300,0.36,10,Hilti Services,2
790,2.11,Stable,4,1,98761408,Dec-17,8865,3,6,1681,60,200,447,0.76,8,Contractor Services,3
791,1.65,Stable,4,1,98761408,Dec-17,2934,14,5,624,48,200,516,0.83,6,Fastners Firestop Strut,2
792,0.45,Stable,4,1,98761409,Dec-17,4236,8,10,689,19,2000,204,0.47,8,Power Tools,1
793,1.14,Stable,4,1,98761409,Dec-17,4288,13,1,568,13,2000,240,0.45,8,Hilti Services,3
794,2,Stable,4,1,98761409,Dec-17,8923,15,3,1454,33,2000,830,0.48,2,Contractor Services,1
795,0.62,Stable,4,2,98761409,Dec-17,5557,16,2,3300,14,2000,285,0.19,6,Fastners Firestop Strut,3
796,2.11,Stable,4,3,98761410,Dec-17,6189,16,4,3002,54,800,994,0.8,6,Power Tools,1
797,1.47,Stable,4,2,98761410,Dec-17,3053,14,2,1745,30,800,665,0.74,6,Hilti Services,1
798,1.48,Stable,4,2,98761410,Dec-17,4492,8,9,3771,12,800,789,0.83,3,Contractor Services,1
799,1.7,Stable,4,3,98761410,Dec-17,2577,8,7,4849,38,800,514,0.18,7,Fastners Firestop Strut,1
800,1.58,Growth,4,1,98761301,Jan-18,7930,16,1,2352,46,3500,708,0.61,7,Power Tools,2
801,2.76,Growth,4,3,98761301,Jan-18,5273,2,9,921,24,3500,646,0.37,1,Hilti Services,3
802,1.27,Growth,4,2,98761301,Jan-18,8636,10,4,1441,34,3500,942,0.45,7,Contractor Services,1
803,0.93,Growth,4,1,98761301,Jan-18,2951,3,10,2217,43,3500,515,0.89,10,Fastners Firestop Strut,3
804,0.58,Decline,4,1,98761302,Jan-18,765,5,1,3250,37,42,273,0.99,2,Power Tools,2
805,1.17,Decline,4,2,98761302,Jan-18,9377,11,4,797,30,42,129,0.48,3,Hilti Services,1
806,0.78,Decline,4,1,98761302,Jan-18,4317,4,3,1247,50,42,440,0.65,3,Contractor Services,3
807,2.94,Decline,4,1,98761302,Jan-18,3171,6,7,4221,31,42,518,0.97,6,Fastners Firestop Strut,2
808,1.37,Growth,4,2,98761303,Jan-18,2720,12,3,2911,56,170,783,0.42,2,Power Tools,3
809,1.31,Growth,4,3,98761303,Jan-18,7517,14,10,4052,52,170,272,0.88,2,Hilti Services,3
810,1.19,Growth,4,1,98761303,Jan-18,7025,16,3,1540,37,170,707,0.61,7,Contractor Services,2
811,0.99,Growth,4,3,98761303,Jan-18,7734,4,6,3337,27,170,299,0.97,1,Fastners Firestop Strut,3
812,1.93,Growth,4,2,98761304,Jan-18,6095,5,2,3828,62,350,710,0.92,1,Power Tools,3
813,1.72,Growth,4,2,98761304,Jan-18,6269,13,4,4364,59,350,671,0.37,1,Hilti Services,3
814,1.26,Growth,4,1,98761304,Jan-18,5606,9,6,2630,30,350,311,0.34,3,Contractor Services,1
815,2.92,Growth,4,2,98761304,Jan-18,6480,13,5,1619,31,350,318,0.21,3,Fastners Firestop Strut,3
816,2.09,Decline,4,2,98761305,Jan-18,9599,12,4,3099,50,42,381,0.23,9,Power Tools,3
817,2.68,Decline,4,2,98761305,Jan-18,998,13,1,3680,70,42,754,0.16,6,Hilti Services,3
818,2.53,Decline,4,2,98761305,Jan-18,2890,5,6,4823,52,42,580,0.88,8,Contractor Services,2
819,2.25,Decline,4,1,98761305,Jan-18,6150,4,5,3569,25,42,866,0.26,7,Fastners Firestop Strut,1
820,0.36,Decline,4,1,98761306,Jan-18,9605,15,8,2979,49,42,937,0.49,7,Power Tools,3
821,0.34,Decline,4,1,98761306,Jan-18,3674,7,9,2428,36,42,398,0.46,4,Hilti Services,3
822,0.42,Decline,4,3,98761306,Jan-18,936,14,6,4113,48,42,117,0.25,4,Contractor Services,3
823,1.18,Decline,4,2,98761306,Jan-18,7423,3,10,2237,45,42,392,0.59,5,Fastners Firestop Strut,3
824,1.74,Growth,4,2,98761307,Jan-18,7878,3,4,2014,12,350,236,0.22,1,Power Tools,2
825,1.11,Growth,4,1,98761307,Jan-18,9608,11,10,3557,47,350,394,0.46,8,Hilti Services,1
826,0.48,Growth,4,2,98761307,Jan-18,6558,10,4,4199,63,350,927,0.43,3,Contractor Services,2
827,0.51,Growth,4,3,98761307,Jan-18,6714,14,9,3810,57,350,651,0.8,10,Fastners Firestop Strut,3
828,1.35,Growth,4,2,98761308,Jan-18,3256,3,3,1896,60,350,674,0.47,9,Power Tools,1
829,1.03,Growth,4,1,98761308,Jan-18,4999,7,4,3059,67,350,414,0.12,10,Hilti Services,1
830,2.97,Growth,4,1,98761308,Jan-18,6044,4,8,1459,21,350,459,0.56,10,Contractor Services,3
831,1.77,Growth,4,2,98761308,Jan-18,1623,12,7,1604,24,350,577,0.84,3,Fastners Firestop Strut,3
832,1.9,Growth,4,1,98761329,Jan-18,2280,11,4,2701,22,170,919,0.81,5,Power Tools,1
833,0.37,Growth,4,1,98761329,Jan-18,6273,15,10,4901,20,170,360,0.94,3,Hilti Services,3
834,2.42,Growth,4,2,98761329,Jan-18,5976,13,9,3446,11,170,960,0.16,7,Contractor Services,1
835,1.02,Growth,4,3,98761329,Jan-18,3318,15,1,3792,39,170,155,0.1,8,Fastners Firestop Strut,2
836,0.79,Stable,4,2,98761330,Jan-18,4849,7,4,754,25,3500,132,0.17,4,Power Tools,1
837,0.52,Stable,4,3,98761330,Jan-18,709,4,1,3308,61,3500,574,0.6,9,Hilti Services,1
838,1.97,Stable,4,1,98761330,Jan-18,746,3,6,1136,35,3500,510,0.17,5,Contractor Services,3
839,2.6,Stable,4,1,98761330,Jan-18,9784,13,8,1273,50,3500,478,0.45,5,Fastners Firestop Strut,2
840,2.26,Growth,4,2,98761331,Jan-18,4790,15,2,4004,46,3500,991,0.19,2,Power Tools,3
841,1.9,Growth,4,1,98761331,Jan-18,4575,2,3,2777,49,3500,394,0.69,2,Hilti Services,1
842,0.8,Growth,4,1,98761331,Jan-18,4472,5,2,4073,49,3500,586,0.85,6,Contractor Services,1
843,1.73,Growth,4,1,98761331,Jan-18,3137,10,10,4721,53,3500,821,0.96,1,Fastners Firestop Strut,1
844,0.4,Growth,4,1,98761332,Jan-18,2136,9,5,3620,64,3500,692,0.97,7,Power Tools,1
845,1.23,Growth,4,3,98761332,Jan-18,9071,15,7,4263,68,3500,659,0.59,8,Hilti Services,2
846,2.85,Growth,4,1,98761332,Jan-18,4741,6,1,1698,37,3500,906,0.53,10,Contractor Services,1
847,1.6,Growth,4,1,98761332,Jan-18,6014,2,7,518,68,3500,912,0.22,5,Fastners Firestop Strut,1
848,0.36,Decline,4,2,98761378,Jan-18,4882,6,10,3539,59,400,381,0.77,10,Power Tools,1
849,1.87,Decline,4,1,98761378,Jan-18,9164,5,3,4593,65,400,821,0.61,3,Hilti Services,2
850,1.27,Decline,4,3,98761378,Jan-18,9185,14,2,1755,32,400,397,0.24,7,Contractor Services,2
851,1.17,Decline,4,2,98761378,Jan-18,8422,14,6,2630,12,400,130,0.53,6,Fastners Firestop Strut,1
852,1.83,Stable,4,2,98761379,Jan-18,8241,5,5,3123,66,400,944,0.91,3,Power Tools,1
853,2.56,Stable,4,2,98761379,Jan-18,5030,2,2,2424,37,400,839,0.98,4,Hilti Services,1
854,1.87,Stable,4,2,98761379,Jan-18,8817,8,1,3371,37,400,117,0.12,6,Contractor Services,2
855,2.75,Stable,4,2,98761379,Jan-18,9778,15,2,4970,56,400,945,0.84,6,Fastners Firestop Strut,2
856,2.58,Stable,4,2,98761380,Jan-18,5605,6,7,1455,13,175,615,0.54,5,Power Tools,1
857,1.44,Stable,4,1,98761380,Jan-18,7989,10,1,3691,66,175,802,0.95,7,Hilti Services,2
858,0.56,Stable,4,1,98761380,Jan-18,5986,15,2,2470,22,175,523,0.57,4,Contractor Services,3
859,0.38,Stable,4,3,98761380,Jan-18,2957,3,10,3124,45,175,114,0.79,2,Fastners Firestop Strut,3
860,2.07,Decline,4,2,98761381,Jan-18,4740,3,2,4383,19,3500,827,0.31,4,Power Tools,2
861,1.38,Decline,4,2,98761381,Jan-18,5940,13,9,1984,50,3500,293,0.23,9,Hilti Services,1
862,0.77,Decline,4,3,98761381,Jan-18,216,8,4,4636,56,3500,996,0.12,1,Contractor Services,1
863,1.17,Decline,4,3,98761381,Jan-18,6116,7,2,928,56,3500,904,0.56,2,Fastners Firestop Strut,3
864,0.33,Decline,4,1,98761382,Jan-18,8988,5,8,4887,48,12000,730,0.94,8,Power Tools,1
865,1.72,Decline,4,1,98761382,Jan-18,8143,2,7,586,57,12000,386,0.35,3,Hilti Services,3
866,2.61,Decline,4,1,98761382,Jan-18,5512,5,2,1666,62,12000,974,0.4,8,Contractor Services,2
867,0.47,Decline,4,3,98761382,Jan-18,1290,12,9,1130,65,12000,875,0.24,7,Fastners Firestop Strut,1
868,2.16,Stable,4,2,98761408,Jan-18,9211,5,4,2851,33,200,150,0.61,1,Power Tools,2
869,0.6,Stable,4,1,98761408,Jan-18,1932,13,2,2027,16,200,366,0.17,7,Hilti Services,3
870,1.42,Stable,4,1,98761408,Jan-18,2677,8,1,4890,13,200,261,0.12,3,Contractor Services,3
871,0.33,Stable,4,1,98761408,Jan-18,8923,14,1,674,64,200,495,0.78,10,Fastners Firestop Strut,3
872,0.96,Stable,4,2,98761409,Jan-18,1736,7,7,1627,34,2000,483,0.25,2,Power Tools,3
873,1.01,Stable,4,3,98761409,Jan-18,3897,15,6,3455,51,2000,622,0.96,7,Hilti Services,3
874,0.38,Stable,4,3,98761409,Jan-18,6421,9,6,2189,69,2000,699,0.88,1,Contractor Services,1
875,1.35,Stable,4,3,98761409,Jan-18,7973,16,5,2417,40,2000,499,0.49,8,Fastners Firestop Strut,1
876,1.47,Stable,4,1,98761410,Jan-18,2354,12,8,2208,22,800,302,0.35,4,Power Tools,2
877,1.88,Stable,4,1,98761410,Jan-18,8924,2,6,2196,18,800,194,0.46,4,Hilti Services,3
878,1.54,Stable,4,1,98761410,Jan-18,5317,1,8,4383,28,800,465,0.19,7,Contractor Services,1
879,1.57,Stable,4,3,98761410,Jan-18,5878,14,9,1292,16,800,237,0.86,2,Fastners Firestop Strut,1
880,1.11,Growth,4,2,98761301,Feb-18,2899,14,1,1803,46,3500,207,0.37,5,Power Tools,3
881,1.28,Growth,4,3,98761301,Feb-18,5784,10,8,3500,69,3500,704,0.38,2,Hilti Services,1
882,2.09,Growth,4,3,98761301,Feb-18,8500,8,2,665,28,3500,551,0.14,10,Contractor Services,1
883,0.71,Growth,4,3,98761301,Feb-18,9830,3,6,2385,47,3500,919,0.8,8,Fastners Firestop Strut,1
884,0.66,Decline,4,1,98761302,Feb-18,8638,7,1,2497,47,42,764,0.37,6,Power Tools,2
885,0.54,Decline,4,1,98761302,Feb-18,9196,3,10,1971,62,42,201,0.31,10,Hilti Services,1
886,1.44,Decline,4,1,98761302,Feb-18,1417,15,2,4210,36,42,854,0.21,2,Contractor Services,1
887,1.91,Decline,4,1,98761302,Feb-18,2787,15,7,2581,59,42,195,0.94,5,Fastners Firestop Strut,2
888,2.15,Growth,4,3,98761303,Feb-18,2377,9,2,2788,66,170,110,0.2,3,Power Tools,2
889,1.18,Growth,4,3,98761303,Feb-18,4895,13,2,776,39,170,926,0.69,9,Hilti Services,1
890,2.2,Growth,4,3,98761303,Feb-18,1121,6,4,3479,56,170,262,0.31,7,Contractor Services,3
891,2.13,Growth,4,1,98761303,Feb-18,7661,11,4,1731,59,170,919,0.34,6,Fastners Firestop Strut,3
892,1.32,Growth,4,3,98761304,Feb-18,2129,8,2,3002,23,350,177,0.23,6,Power Tools,3
